name,comment_id,reply_name,reply_text,source,text
iPhone 6,回复<a href='http://m.weibo.cn/n/木土石头'>@木土石头</a>:這是美國不同意雙暫停的結果,4087716721460198,这样以后谁还敢来？放纵三胖造成了今天两败俱伤的后果。,HALO_WELL,木土石头
OPPO R9,回复<a href='http://m.weibo.cn/n/Arisa_一个人去旅行'>@Arisa_一个人去旅行</a>:？我这叫喷？,4087716716750957,回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:？？只看前半句就喷的，是多想上热门。a,愤怒的小豪猪,Arisa_一个人去旅行
iPhone 6,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:蛋糕不让乐天吃了，其他企业不知道来吃？？？,4087716713012816,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",奥特曼倒萨,羞涩的起哄架秧子星人
iPhone 6s,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:超市关一家竞争对手马上接盘儿，超市员工接着能上班,4087716708811381,闹完之后，下岗的都是中国的员工,Jessie猪猪chan,Kevin君格君格Durant
Android,回复<a href='http://m.weibo.cn/n/爱力宏的noe'>@爱力宏的noe</a>:我也想知道。。。,4087716704611306,回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:我想知道有没有键盘侠承认自己是被人花钱雇的 好想知道都是些什么人,来说出我的微博名,爱力宏的noe
魅族 MX5,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:有国才有家,4087716641871823,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。,我才不是傻白甜呢哼我是大坏蛋,V妙V笑
nubia Z11 mini,回复<a href='http://m.weibo.cn/n/你是我若即若离的梦啊'>@你是我若即若离的梦啊</a>:不用韩国芯片不可能，不用韩国屏幕有可能！但是你得接受国产屏幕质量低价格也不便宜的现实！,4087716632822320,回复<a href='http://m.weibo.cn/n/小散老段'>@小散老段</a>:哦正好不用韩国芯片和屏幕了。华为和小米旗舰机以后都会是国产芯片。用的挺好，只有低端才用韩国的。以后估计慢慢全部取代 。,小散老段,你是我若即若离的梦啊
魅族 MX5,"回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span> ",4087716536340841,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。,EA_Skye,凯乾福
小米Max,"妈的在床上醒来看到这个新闻的我立马决定起床多吃两碗饭<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",4087716502782407,-,vi穷山恶水出叼民,-
Android客户端,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:你来深圳试试？年轻人大把还要老的？,4087716490657455,回复<a href='http://m.weibo.cn/n/Cressida彦伶5O'>@Cressida彦伶5O</a>:我们这边沃尔玛、人人乐里面有很多超过五十女性在上班！超市对这方面要求不高！你这sb不懂就不要乱咬！,Cressida彦伶5O,我就是不会改真名
iPhone 6s Plus,"看评论，为什么汉奸那么多，跪舔韩企，忘了祖宗，多不孝<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>还竟然觉得我大中华要靠这几十家超市养活？这想法怎么出来的？",4087716461431838,-,二三闲,-
三星android智能手机,还想和爸爸斗!,4087716377642383,-,RResir,-
iPhone 6,回复<a href='http://m.weibo.cn/n/国服第一小乔啊'>@国服第一小乔啊</a>:對啊，企業讓美韓政府害慘了,4087716293489765,一个国政策毁了一个企业,HALO_WELL,国服第一小乔啊
爸爸给买的iPhone 6s,回复<a href='http://m.weibo.cn/n/勺子不吃烤冷面'>@勺子不吃烤冷面</a>:那些人真的是收钱的……收钱专门骂的……,4087716264686894,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:同感，打开这条微博的评论好像打开了外国走狗的狗圈…各种骂中国骂政府还要为美韩洗地，真是辛苦他们了,W梅西的胡子W,勺子不吃烤冷面
红米4,回复<a href='http://m.weibo.cn/n/sarah落羽'>@sarah落羽</a>:两回事情啊，能不能不混为一谈啊，拜托了,4087716134696327,"回复<a href='http://m.weibo.cn/n/恩吉尼尔'>@恩吉尼尔</a>:再找工作呗，搞得你一辈子不会换工作一样<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",恩吉尼尔,sarah落羽
华为平板,回复<a href='http://m.weibo.cn/n/独自行走胖胖'>@独自行走胖胖</a>:你的智力发育水平令人同情。答案如下: 家是砖，国是墙。,4087716112911850,回复<a href='http://m.weibo.cn/n/贾欣文'>@贾欣文</a>:你是说韩企是砖？没有韩企中国人就没工作了？市场在，中国也有自己的超市也可以创建新的岗位！,贾欣文,独自行走胖胖
iPhone 7,"回复<a href='http://m.weibo.cn/n/小鹿不喜欢套路'>@小鹿不喜欢套路</a>:我也觉得有智商的不会说出你这种话<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em;height:1em;;""></span>，乐天难道没有支持？所以我们拒绝乐天的产品是错的？国家安全重要些吧…",4087716062505562,回复<a href='http://m.weibo.cn/n/春虫虫_-'>@春虫虫_-</a>:新闻上说了回应是假的好吧，有点智商的人都不会说这种话。况且乐天还有那么多项目在中国，可能没事找事这么挑衅吗？,春虫虫_-,小鹿不喜欢套路
iPhone 7,回复<a href='http://m.weibo.cn/n/Cressida彦伶5O'>@Cressida彦伶5O</a>:我们这边沃尔玛、人人乐里面有很多超过五十女性在上班！超市对这方面要求不高！你这sb不懂就不要乱咬！,4087716049903135,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:过了40都难找工作，过了45没几年要退休，哪个超市还要？你个SB解决吗？,我就是不会改真名,Cressida彦伶5O
三星android智能手机,回复<a href='http://m.weibo.cn/n/大璇璇璇璇璇璇璇璇'>@大璇璇璇璇璇璇璇璇</a>:还算明智啊,4087716041501767,<a href='http://m.weibo.cn/n/Waynnnnne'>@Waynnnnne</a> 铛铛铛,Waynnnnne,大璇璇璇璇璇璇璇璇
iPhone 7 Plus,失业了可以再找啊，千金散尽还复来，不是吗？,4087716038307689,-,小楠子sky,-
小米Max,支持我们国家的超市多开几家,4087716008153180,-,LinY0Y,-
iPhone SE,"回复<a href='http://m.weibo.cn/n/数三你真是一只小可爱'>@数三你真是一只小可爱</a>:你不就是其中一个键盘侠么<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",4087715941377252,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:心疼被喷，键盘侠们就动动手，哪里知道失业可能带来的后果,西井刁馋,数三你真是一只小可爱
小米Note,大潤發下月宣布全面收購樂天,4087715890759273,-,rgrgefr4,-
魅族 MX4 Pro,中国的超市就不是超市了？非要个乐天？还有苏果啊,4087715877939907,-,SeSe0107,-
iPhone 6,让他们懂得代价二字怎么写,4087715701778709,-,冫亚東,-
iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:打起来也好啊，反正都是老百姓遭殃,4087715697577624,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。,CODER饭么喱,V妙V笑
iPhone 6 Plus,回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:你要部署萨德我们就要你不仁我不义，怎的了，你以为捅了我一刀再给颗糖就要记你好了？没那么容易，要有诚意取消萨德部署啊，咱还是好邻居,4087715634834916,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>雇员都是本土的，人家在停业期间还要支付雇员薪资，活脱脱一幕，您不仁我还有义，安好。问好。",晚霞1388,TONY3093-李诚涌
iPhone 6,好 关门好！ 只要付员工工资就行,4087715626653507,-,夜澜薄浓,-
荣耀6 Plus,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:怼层主的圣母屌们放了层主，冲我来。,4087715605430591,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,c小昭同学,maliry98
iPhone 6,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:你觉得这种商场的员工是终身的吗，说的好像是个国企似得...中国商场这么多，再去别家工作不一样吗？,4087715547144900,闹完之后，下岗的都是中国的员工,C_Skyi,Kevin君格君格Durant
iPhone 6 Plus,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:还有沃尔玛，大润发，家乐福，天虹，巴黎春天，万达，缺了乐天去别的百货商场就不会干活了吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087715504619819,闹完之后，下岗的都是中国的员工,MackleWang,Kevin君格君格Durant
HUAWEI Mate 9 Pro,回复<a href='http://m.weibo.cn/n/小散老段'>@小散老段</a>:哦正好不用韩国芯片和屏幕了。华为和小米旗舰机以后都会是国产芯片。用的挺好，只有低端才用韩国的。以后估计慢慢全部取代 。,4087715496700068,回复<a href='http://m.weibo.cn/n/天堂没有病痛_可我不在天堂'>@天堂没有病痛_可我不在天堂</a>:中国是有市场没有技术！！！第一，这就是政府号召抵制的。第二，政府已经认识到自己错了,你是我若即若离的梦啊,小散老段
iPhone 7,把评论里洗地的沙壁们都发射过去韩国应该就没了吧？😂,4087715454959493,-,dander_,-
华为手机,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:我公司新来了个业务，原来韩资企业做的，他说好多人自己走了😂😂😂😂挺开心的,4087715378569151,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",顾佩琪盼盼,羞涩的起哄架秧子星人
iPhone 7,回复<a href='http://m.weibo.cn/n/不一样的烟火xixi'>@不一样的烟火xixi</a>:一个两个正常离职不需要，人多了就不一样了，就像特郎普为什么想把企业拉回去给美国人提供就业机会是一样的，这个确实是政府要负责的，不容推辞。,4087715349460175,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:在中国每天都有企业倒闭。都有企业开业。需要国家安排什么，我不懂。不去乐天是我们自发地。关国家什么事。别在这黑。我爸这个月末就失业了，难道我还要找他们老板负责不成。居然还有那么多人赞。有国才有家。我苦点累点，也不要我的孩子成为难民。,冷眼看浮生若梦烟雨化飞龙,不一样的烟火xixi
乐1s,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:一个建议，说话就说话，就事论事，不要动不动嘲讽别人的智商，毕竟嘲讽一个比你智商高的人也是在间接贬低自己哦！,4087715282088807,回复<a href='http://m.weibo.cn/n/家有三只帅傻子'>@家有三只帅傻子</a>:智商不是一个水平的，别回复了，累,家有三只帅傻子,穿啥裤子都往下掉
荣耀4A 青春优等生,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:没有 色盲,4087715174042555,你们有没有发现微博的赞变成蓝色了,糖醋炸肉丸,说个晚安
荣耀V8 脱影而出,"只能搜到七家乐天玛特<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span> ",4087715140183256,-,晨曦小同学zzz,-
小米手机4,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span>",4087715106577420,-,咦咦咦咦咦咦-,-
iPhone 7,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:沙壁滚蛋,4087715081845964,这么恶劣的投资环境，还有外企会来吗？,dander_,章大人GMAT
荣耀6 Plus,回复<a href='http://m.weibo.cn/n/仲浅'>@仲浅</a>:那你去代表他妈🤔,4087715076542458,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:超市就促销？大大小小的供货商，中层高管财会出纳你都给找一个呗。事不落自己身上永远不知有多大影响。顺便，你凭什么代表你妈？你妈未必这么想,c小昭同学,仲浅
OPPO R9s,活该,4087715072347716,-,大叔养的猪y,-
iPhone 6 Plus,马家堡乐天最后一天促销 人山人海,4087715055960512,-,嗨森呐几,-
iPhone SE,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:一个超市的工作人员工作是有多难找？倒了个乐天难道就没有其他超市了吗？,4087715006090949,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",西井刁馋,羞涩的起哄架秧子星人
HUAWEI Mate 9,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:对，楼主排第一！,4087714967750876,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,无意识在意_,穿啥裤子都往下掉
柔光自拍vivo X7Plus,"支持国家，黑粉滚开<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",4087714951413126,-,叮铃咣噹蹦擦擦,-
