reply_name,name,text,source,comment_id,reply_text
CqJ大大,统一口径就是真相,回复<a href='http://m.weibo.cn/n/CqJ大大'>@CqJ大大</a>:好吧！你为你的国家去死吧！,红米3X,4087659851265270,回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:原来最无耻的竟是你，汉奸体质
L小梁梁L,一只捞鱼崽,回复<a href='http://m.weibo.cn/n/L小梁梁L'>@L小梁梁L</a>:问题一直摆在这里，没有什么时侯合适不合适一说，这事只不过把这个问题公开化了而已，不是说你装着看不见一片岁月静好就能让它不存在。国家级的制裁与交涉没问题，但下面人自以为“体恤龙意”搞这些，就要承担被人质疑我国依法治国到底公平严谨在哪里的风险，依法治国看的到底是法还是领导的眼色。,iPhone 6s Plus,4087659842006771,回复<a href='http://m.weibo.cn/n/一只捞鱼崽'>@一只捞鱼崽</a>:但是放在这说不合适吧
来说出我的微博名,小妹小妹兮,回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:那些人真是够够的,iPhone客户端,4087659825212759,"评论有毒。跟前几天完全不是一个风向，都不管什么国家安全就记得惦记原乐天员工了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>乐天关闭这么久了我没看见任何员工因失业闹事，只看见一群键盘侠逼逼叨叨<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>"
phenixVivian,1998LazyCat,"回复<a href='http://m.weibo.cn/n/phenixVivian'>@phenixVivian</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;;""></span>是啊。没有国家我们什么都不是。",柔光自拍vivo X7,4087659813465173,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:那就再摊开了说，不稳定导致混乱乃至小范围战争，到时候你家被炸了老婆被睡了孩子被抢了连发布这种极其不负责任的言论用的键盘都被砸了，到那时候要怎么办？连国家都没了，个人还能有什么？我们的身份就只有亡国奴了啊。
竹生青宁,唯唯安啦,回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:那您倒是说说怎么做，说的好像乐天倒闭了那些失业的员工还就话不下去了似的，有员工反对么？就你话多，讲的好像一韩国超市养活了咱十几亿国人似的，换个角度试试，看韩国怎么抵制我们的,华为P9手机摄影再突破,4087659812879189,回复<a href='http://m.weibo.cn/n/唯唯安啦'>@唯唯安啦</a>:您的脑子除了抵制就知道欢迎？
-,牛帅哥哥哥,撵走韩国棒子还可以为国家省下1000亿,iPhone客户端,4087659788264192,-
竹生青宁,周末越来越不能睡懒觉了,回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:千里之堤溃于蚁穴,iPhone 6,4087659774785848,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:不折腾乐天就没有国了？你国真脆弱，我国可不应该是这样。
-,Eileen_張,重点在后面，停止营业期间支付工资,iPhone 7 Plus,4087659754420312,-
不知归期丶,Auglll,回复<a href='http://m.weibo.cn/n/不知归期丶'>@不知归期丶</a>:sb的子孙绵延不绝[ok],iPhone 6,4087659750220204,"回复<a href='http://m.weibo.cn/n/Auglll'>@Auglll</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>汉奸亡了，汉奸子孙未亡"
猫巷里的树语,吃貨胖的不见了,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:几十家超市，在乐天进入中国前或者进入这个地方之前，人家这些人都是喝西北风的吗？超市工作有多难找一样🙃热评那个，确实不是用嘴入驻的，乐天不傻选的位置绝对很多人想要，有钱人的世界你真的想不到，就不要说话了吧。,iPhone 7 Plus,4087659750220186,希望政府能安顿中国员工吧。。
奔跑的蜗牛1121,陆离乐,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:就流氓啊，不服打你，打到你服为止,OPPO R9s,4087659695087048,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>"
-,艾方教育,政府的力量是伟大的,魅族 MX5,4087659657862956,-
百事可乐蓝瓶,Memory淡生活,回复<a href='http://m.weibo.cn/n/百事可乐蓝瓶'>@百事可乐蓝瓶</a>:韩国棒子都是这智商吗？怪不得被人当棍子使还要跪舔人家,OPPO R9,4087659636361042,"普及：地球是圆的，不是平的，韩国与中国隔着渤海，因为有地平线，架设在韩国的萨德根本就扫不到中国境内的导弹，如果说能扫到的话，按渤海的直径计算中国境内发射的导弹已经发射到太空了萨德才能扫到。不知道为什么这么简单的常识性的问题我们砖家没能发现？居然还天天喊抵韩？丢人丢到全世界。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ruo-4d7ee42fd0.png"" style=""width:1em;height:1em;;""></span>"
温斯顿的花园,MikeFrantz,回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:图片评论 ,iPhone 6s,4087659632166116,毛左意识形态主导下，忽悠义和团小粉红们摒弃理性与向善，释放出人性中的邪恶与仇恨，然后绑架利用小平路线改革开放30年积累的庞大经济体量和国际外交关系，破坏市场经济公平法治，进而施展毛左们的“反美仇日扶朝压韩灭台骗越买菲” 大战略。。朝思暮想“干死美国”做山大王，结果。。害死中国！
溪上漂流,啷个哩个啷啷瑯,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:你在生活中是有多少失败才会这么愤青大妈,iPhone SE,4087659581829702,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国
-,天马行空的小拨浪鼓,爹不疼娘不爱,小米手机4s,4087659552910000,-
-,苏夏夏同学xi,乐天滚粗去就对了,nubia Z11 Max,4087659548713290,-
-,黄哥重现,转发微博,红米Note4,4087659548393409,-
羞涩的起哄架秧子星人,小妹小妹兮,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:其实你能想到的别人就想不到吗,iPhone客户端,4087659539997797,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
羞涩的起哄架秧子星人,ZzzY678,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:乐天没来中国的时候 我们不照样活的好好的 不缺乐天这种超市,魅族 PRO 5,4087659539882929,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
说个晚安,happy陈二,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:你当别人都跟你一样傻？,美图M4-夜间自拍神器,4087659523524725,你们有没有发现微博的赞变成蓝色了
杨梵希全国总代,西替莉嗪,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:说出这种话真不是人,微博 weibo.com,4087659523466863,失业的中国人可以再找工作，远比韩狗赚着中国人的钱，买着萨德对准中国要强的多，那些员工的工资影响的了韩国花钱整萨德对准中国吗？但一天1千多亿韩元损失是个小小的打击吧！个人意见，喷子狗千万别点我回复我！
猫巷里的树语,小镸聿,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:中国最不缺键盘和键盘侠,iPhone 6s,4087659518909136,希望政府能安顿中国员工吧。。
风无影134521,勿念毋忧,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:你要是个人 而且又管 那就打破‘没人管’的局面了,前置双摄vivo X9,4087659498334857,没人管下岗职工的死活，他们只管&quot;爱国&quot;
温斯顿的花园,A__Gray,回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:到哪儿都能看到你个SB，举报都没用，微博是死的。,红米Note 3,4087659465090694,毛左意识形态主导下，忽悠义和团小粉红们摒弃理性与向善，释放出人性中的邪恶与仇恨，然后绑架利用小平路线改革开放30年积累的庞大经济体量和国际外交关系，破坏市场经济公平法治，进而施展毛左们的“反美仇日扶朝压韩灭台骗越买菲” 大战略。。朝思暮想“干死美国”做山大王，结果。。害死中国！
-,努力婷子求好运,关99家乐天产生的劳动力，我国随便搞点什么建设就安顿好了……,iPhone 6s Plus,4087659452492282,-
-,用户名已屏蔽0,看了很多无脑评论，痛心疾首！,iPhone 6s,4087659452095557,-
maliry98,沉溺于你眼睛,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:乐天的中间商，投资人，企业管理人员，都没饭吃了，底层员工可以随便换公司，他们不行,iPhone 6s,4087659418507269,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……
-,只爱Lily的小乌龟,敬业福有吗,iPhone 6,4087659414041797,-
Kevin君格君格Durant,妖妖的金色裙摆,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:中国的乐天感觉高管都是中国人似的 大多都不是打工的都是管事的 乐天倒了员工全家老小都吃不上饭了 呵呵呵,vivo X5Pro,4087659406232531,闹完之后，下岗的都是中国的员工
羞涩的起哄架秧子星人,想要想要还是想,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:自以为是的傻X,小米手机5,4087659376520657,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
Kevin君格君格Durant,咦本王来了啊,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-5ee3076b68.png"" style=""width:1em;height:1em;;""></span>凡事都有利弊，貌似不少企业都已经说了，只要是乐天的愿意聘用啊！",微博搜索,4087659372953218,闹完之后，下岗的都是中国的员工
-,拥抱二冬的小小小星辰,还付工资我就放心了,荣耀3X畅玩版,4087659372094940,-
V妙V笑,季太阳,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:说得对,iPhone 5s,4087659334542138,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。
-,半暖时光97667,这件事告诉他们 最好不要惹我大中国,iPhone 6,4087659325953525,-
-,小漉,消防安全不容忽视！！！,iPhone 6s,4087659318067869,-
当路痴遇见迷宫,当路痴遇见迷宫,回复<a href='http://m.weibo.cn/n/当路痴遇见迷宫'>@当路痴遇见迷宫</a>:我说的是楼上某些人，层主莫怕,华为麦芒3,4087659280283618,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:你们这么支持乐天，让一边已经找到工作一边坐等领补偿的员工怎么办？
applyitwell,悠悠小歆,回复<a href='http://m.weibo.cn/n/applyitwell'>@applyitwell</a>:这他妈哪儿是中国人啊，一棒子狗,荣耀畅玩5X 全网通,4087659250840121,回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:为什么中国到现在了还有你这样的人存在
-,兔拉拉xi,"看看乐天多有出息，太有出息了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",OPPO R9,4087659247297468,-
Kevin君格君格Durant,黑人矫情狗,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:下岗又怎么。总比被人以后打强吧。中国岗位多的是,iPhone 7,4087659242059454,闹完之后，下岗的都是中国的员工
舍味阿尼,Lorelei迦,"回复<a href='http://m.weibo.cn/n/舍味阿尼'>@舍味阿尼</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",HUAWEI Mate 9,4087659238899503,"回复<a href='http://m.weibo.cn/n/Lorelei迦'>@Lorelei迦</a>:面前<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>"
-,Q晗lucky晗Q,为什么威海乐天还没关啊不开心,OPPO R7s,4087659229849182,-
Kevin君格君格Durant,小绿豆妹妹,"回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:一家超市倒了，还会有千千万万的人扑上去，懂不懂市场？🙄现在年轻创业的人这么多，我倒觉得是机会来了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png"" style=""width:1em;height:1em;;""></span>",柔光自拍vivo X7,4087659217582208,闹完之后，下岗的都是中国的员工
-,陇南老代,中国企业的发展机会呀。,魅蓝 Note,4087659208858098,-
奔跑的蜗牛1121,JI-MIN-PARK,"回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:这是我方友军啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",,4087659188508808,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>"
